African swine fever virus
Aspergillus fumigatus
Bacillus anthracis
Human adenovirus 38
Human adenovirus 38H44
Human adenovirus 38H44
Human adenovirus 39
Human adenovirus 39
Human adenovirus 3p
Human adenovirus 3p
Human adenovirus 40
Human adenovirus 40
Human adenovirus 41
Human adenovirus 41
Human adenovirus 41 Wisconsin
Human adenovirus 41 Wisconsin
Human adenovirus 42
Human adenovirus 42
Human adenovirus 43
Human adenovirus 43
Human adenovirus 44
Human adenovirus 44
Human adenovirus 45
Human adenovirus 45
Human adenovirus 46
Human adenovirus 46
Human adenovirus 47
Human adenovirus 47
Human adenovirus 48
Human adenovirus 48
Human adenovirus 49
Human adenovirus 49
Human adenovirus 4a
Human adenovirus 4a
Human adenovirus 4p
Human adenovirus 5
Human adenovirus 5
Human adenovirus 50
Human adenovirus 50
Human adenovirus 50 prototype strain Wan
Human adenovirus 51
Human adenovirus 51
Human adenovirus 52
Human adenovirus 52
Human adenovirus 53
Human adenovirus 53
Human adenovirus 54
Human adenovirus 54
Human adenovirus 55
Human adenovirus 55
Human adenovirus 56
Human adenovirus 56
Human adenovirus 57
Human adenovirus 57
Human adenovirus 58
Human adenovirus 58
Human adenovirus 59 MSJ-2011
Human adenovirus 59 MSJ-2011
Human adenovirus 6
Human adenovirus 6
Human adenovirus 60
Human adenovirus 60a
Human adenovirus 60a
Human adenovirus 61
Human adenovirus 61
Human adenovirus 62
Human adenovirus 62
Human adenovirus 63
Human adenovirus 63
Human adenovirus 64
Human adenovirus 64
Human adenovirus 65
Human adenovirus 65
Human adenovirus 66
Human adenovirus 66
Human adenovirus 67
Human adenovirus 67
Human adenovirus 68
Human adenovirus 68
Human adenovirus 69
Human adenovirus 69
Human adenovirus 7
Human adenovirus 7
Human adenovirus 71
Human adenovirus 71
Human adenovirus 7428
Human adenovirus 7428
Human adenovirus 76
Human adenovirus 7620
Human adenovirus 7620
Human adenovirus 77
Human adenovirus 78
Human adenovirus 7961
Human adenovirus 7961
Human adenovirus 7a
Human adenovirus 7a
Human adenovirus 7d
Human adenovirus 7d
Human adenovirus 7d2
Human adenovirus 7d2
Human adenovirus 7h
Human adenovirus 7h
Human adenovirus 7l
Human adenovirus 7l
Human adenovirus 7m
Human adenovirus 7m
Human adenovirus 7p
Human adenovirus 7p
Human adenovirus 81
Human adenovirus 86
Human adenovirus 8E
Human adenovirus 8E
Human adenovirus 9042
Human adenovirus 9042
Human adenovirus 9052
Human adenovirus 9052
Human adenovirus 9431
Human adenovirus 9431
Human adenovirus A02-2B-2
Human adenovirus A02-2B-2
Human adenovirus A03-2B-1
Human adenovirus A03-2B-1
Human adenovirus AdV/Berlin
Human adenovirus AdV/Berlin
Human adenovirus AdV/Berlin003/02/DE
Human adenovirus AdV/Berlin003/02/DE
Human adenovirus AdV/Berlin004/02/DE
Human adenovirus AdV/Berlin004/02/DE
Human adenovirus AdV/Berlin131/01/DE
Human adenovirus AdV/Berlin131/01/DE
Human adenovirus AdV/Berlin524/01/DE
Human adenovirus AdV/Berlin524/01/DE
Human adenovirus AdV/Berlin604/01/DE
Human adenovirus AdV/Berlin604/01/DE
Human adenovirus AdV/Berlin619/01/DE
Human adenovirus AdV/Berlin619/01/DE
Human adenovirus AdV/Berlin643/01/DE
Human adenovirus AdV/Berlin643/01/DE
Human adenovirus AdV/Berlin682/01/DE
Human adenovirus AdV/Berlin682/01/DE
Human adenovirus AdV/Berlin718/01/DE
Human adenovirus AdV/Berlin718/01/DE
Human adenovirus AdV/Berlin749/01/DE
Human adenovirus AdV/Berlin749/01/DE
Human adenovirus AdV/Berlin769/01/DE
Human adenovirus AdV/Berlin769/01/DE
Human adenovirus AdV/Berlin859/01/DE
Human adenovirus AdV/Berlin859/01/DE
Human adenovirus ATCC VR-1501
Human adenovirus ATCC VR-1501
Human adenovirus ATCC VR-1502
Human adenovirus ATCC VR-1502
Human adenovirus B1
Human adenovirus B1
Human adenovirus B11/35
Human adenovirus B14/55
Human adenovirus B16
Human adenovirus B2
Human adenovirus B2
Human adenovirus B3
Human adenovirus B3
Human adenovirus B72
Human adenovirus B79
Human adenovirus Chiba_E086/2012
Human adenovirus Chiba_E086/2012
Human adenovirus D10
Human adenovirus D10
Human adenovirus D13
Human adenovirus D13
Human adenovirus D15H9
Human adenovirus D15H9
Human adenovirus D17H29
Human adenovirus D17H29
Human adenovirus D19H30
Human adenovirus D19H30
Human adenovirus D30H44
Human adenovirus D30H44
Human adenovirus D37
Human adenovirus D37
Human adenovirus D37H13
Human adenovirus D37H13
Human adenovirus D37H17
Human adenovirus D37H17
Human adenovirus D46H13
Human adenovirus D46H13
Human adenovirus D8
Human adenovirus D8
Human adenovirus D9
Human adenovirus D9
Human adenovirus E4
Human adenovirus E4
Human adenovirus H02-2B-2
Human adenovirus H02-2B-2
Human adenovirus H02-2B-3
Human adenovirus H02-2B-3
Human adenovirus H03-2B-1
Human adenovirus H03-2B-1
Human adenovirus H08-2B-2
Human adenovirus H08-2B-2
Human adenovirus I02-2B-2
Human adenovirus I02-2B-2
Human adenovirus I05-2B-2
Human adenovirus I05-2B-2
Human adenovirus isolate MY7/1
Human adenovirus isolate MY7/1
Human adenovirus isolate MY8/1
Human adenovirus isolate MY8/1
Human adenovirus isolate SGH2289
Human adenovirus isolate SGH2289
Human adenovirus isolate SGH5253
Human adenovirus isolate SGH5253
Human adenovirus LZY153B
Human adenovirus LZY153B
Human adenovirus MKJ/Chennai/2010
Human adenovirus MKJ/Chennai/2010
Human adenovirus RKI-2797/04
Human adenovirus RKI-2797/04
Human adenovirus S02-2B-1
Human adenovirus S02-2B-1
Human adenovirus S03-2B-1
Human adenovirus S03-2B-1
Human adenovirus S03-2B-2
Human adenovirus S03-2B-2
Human adenovirus S03-2B-3
Human adenovirus S03-2B-3
Human adenovirus S05-2B-2
Human adenovirus S05-2B-2
Human adenovirus S06-2B-3
Human adenovirus S06-2B-3
Human adenovirus S07-2B-2
Human adenovirus S07-2B-2
Human adenovirus S08-2B-3
Human adenovirus S08-2B-3
Human adenovirus S10-1-6
Human adenovirus S10-1-6
Human adenovirus sp.
Human adenovirus type 35p
Human adenovirus type 35p
Human alphaherpesvirus 1
Human alphaherpesvirus 1 strain 17
Human alphaherpesvirus 1 strain A44
Human alphaherpesvirus 1 strain Angelotti
Human alphaherpesvirus 1 strain CL101
Human alphaherpesvirus 1 strain CVG-2
Human alphaherpesvirus 1 strain F
Human alphaherpesvirus 1 strain H129
Human alphaherpesvirus 1 strain HFEM
Human alphaherpesvirus 1 strain HZT
Human alphaherpesvirus 1 strain KOS
Human alphaherpesvirus 1 strain MGH-10
Human alphaherpesvirus 1 strain MP
Human alphaherpesvirus 1 strain Patton
Human alphaherpesvirus 1 strain R-15
Human alphaherpesvirus 1 strain R19
Human alphaherpesvirus 1 strain RH2
Human alphaherpesvirus 1 strain SC16
Human alphaherpesvirus 2
Human alphaherpesvirus 3
Human gammaherpesvirus 4
Human hepatitis A virus
Human herpesvirus 2 strain 186
Human herpesvirus 2 strain 333
Human herpesvirus 2 strain B4327UR
Human herpesvirus 2 strain G
Human herpesvirus 2 strain HG52
Human herpesvirus 2 strain SA8
Human herpesvirus 2 strain SD90
Human herpesvirus 2 strain SN03
Human herpesvirus 2 strain SS01
Human herpesvirus 2 strain ST04
Human herpesvirus 3 strain Dumas
Human herpesvirus 3 strain Dumas
Human herpesvirus 3 strain Oka vaccine
Human herpesvirus 3 VZV-32
Human herpesvirus 3 VZV-32
Human herpesvirus 4 strain B95-8
Human herpesvirus 4 strain CAO
Human herpesvirus 4 strain RAJI
Human herpesvirus 4 type 1
Human herpesvirus 4 type 2
Human herpesvirus 5 (strain 1042)
Human herpesvirus 5 (strain 119)
Human herpesvirus 5 (strain 2387)
Human herpesvirus 5 (strain 4654)
Human herpesvirus 5 (strain 5035)
Human herpesvirus 5 strain 5040
Human herpesvirus 5 strain 5160
Human herpesvirus 5 strain 5508
Human herpesvirus 5 strain AD169
Human herpesvirus 5 strain Colburn
Human herpesvirus 5 strain Eisenhardt
Human herpesvirus 5 strain Merlin
Human herpesvirus 5 strain PT
Human herpesvirus 5 strain Toledo
Human herpesvirus 5 strain Towne
Human herpesvirus 6 (strain GS)
Human herpesvirus 6 (strain Uganda-1102)
Human herpesvirus 6 strain Z29
Human herpesvirus 7 strain JI
Human herpesvirus 7 strain MUK
Human herpesvirus 7 strain RK
Human herpesvirus 8 strain GK18
Human herpesvirus 8 strain rKSHV.219
Human herpesvirus 8 type M
Human mastadenovirus C
JC polyomavirus
JC virus x BK virus
Klebsiella oxytoca
Klebsiella pneumoniae
Klebsiella pneumoniae subsp. rhinoscleromatis
Legionella pneumophila
Leptospira alexanderi
Leptospira alstonii
Leptospira borgpetersenii
Leptospira broomii
Leptospira fainei
Leptospira inadai
Leptospira interrogans
Leptospira kirschneri
Leptospira kmetyi
Leptospira licerasiae
Leptospira noguchii
Leptospira santarosai
Leptospira weilii
Leptospira wolffii
Methanobrevibacter oralis
Moraxella catarrhalis
Mycobacterium avium
Mycobacterium canettii
Mycobacterium colombiense
Mycobacterium intracellulare
Mycobacterium kansasii
Mycobacterium leprae
Mycobacterium tuberculosis complex
Mycobacterium tuberculosis variant africanum
Mycobacterium tuberculosis variant bovis
Mycobacteroides abscessus
Mycoplasma pneumoniae
Neisseria
Neisseria gonorrhoeae
Neisseria meningitidis
Orthohepadnavirus
Parvimonas micra
Pasteurella multocida
Peptostreptococcus anaerobius
Plasmodium falciparum
Plasmodium vivax
Pneumocystis carinii
Pneumocystis jirovecii
Porphyromonas gingivalis
Porphyromonas gingivalis W83
Recombinant Human herpesvirus 03/10478
Rickettsia africae
Rickettsia akari
Rickettsia conorii
Rickettsia felis
Rickettsia japonica
Rickettsia prowazekii
Rickettsia rickettsii
Rickettsia sibirica
Rickettsia typhi
Salmonella enterica subsp. enterica
Salmonella enterica subsp. enterica serovar Typhimurium
Schistosoma mansoni
Shigella boydii
Shigella dysenteriae
Shigella flexneri
Shigella sonnei
Simian virus 42
Staphylococcus aureus
Streptococcus
Streptococcus agalactiae
Streptococcus anginosus
Streptococcus dysgalactiae
Streptococcus gordonii
Streptococcus gordonii str. Challis substr. CH1
Streptococcus mutans
Streptococcus oralis
Streptococcus pneumoniae
Streptococcus pyogenes
Streptococcus salivarius
Streptococcus sanguinis
synthetic human alphaherpesvirus 1
Taenia solium
Tannerella forsythia
Tannerella forsythia 92A2
Toxoplasma gondii
Treponema
Treponema denticola
Treponema denticola ATCC 35405
Treponema pallidum
Treponema pallidum subsp. pallidum
Treponema pallidum subsp. pertenue
Trichinella spiralis
Trypanosoma brucei
Trypanosoma cruzi
unclassified Human adenovirus A
unclassified Human adenovirus B
unclassified Human adenovirus C
unclassified Human adenovirus D
unclassified Human adenoviruses
unidentified human adenovirus
untyped Human adenovirus
Variola major virus
Variola minor virus
Veillonella parvula
Vibrio cholerae
Vibrio parahaemolyticus
Vibrio vulnificus
Yersinia enterocolitica
Yersinia pestis
Yersinia pestis CO92
Yersinia pseudotuberculosis
Yersinia pseudotuberculosis complex
